pk,location_id,location_n,place,location,latitude,longitude,exact_coordinates,geometry,srid
ece61795cfc18dee99c6c1afa6a3bc87,27,3,,Los Angeles Regiment,-37.457447,-72.35621,True,0101000020E610000000000020CC1652C0000000A08DBA42C0,4326
7ff06cdea28940e92068fe0933922b19,28,2,,Chillán regiment,-36.60111,-72.08417,True,0101000020E610000000000000630552C000000020F14C42C0,4326
de15b7977fd25ba76c20458c1041a21a,28,3,,Chillán regiment,-36.60111,-72.08417,True,0101000020E610000000000000630552C000000020F14C42C0,4326
7d96ab87367d56208a6b27a50fb2c25a,29,1,,La Legua shantytown,-33.48722,-70.63556,False,0101000020E610000000000000ADA851C0000000405DBE40C0,4326
63621decfed7c1947151580e9f3f76f4,30,3,,Antofagasta jail,-23.653742,-70.39173,True,0101000020E610000000000020129951C0000000A05BA737C0,4326
6c32c6eb7250a3f318485066b57bfd94,30,2,,Antofagasta jail,-23.653742,-70.39173,True,0101000020E610000000000020129951C0000000A05BA737C0,4326
720b49c9515ede5cf1a8a808d9a7038c,30,4,,Antofagasta jail,-23.653742,-70.39173,True,0101000020E610000000000020129951C0000000A05BA737C0,4326
3b3044f6a6376db9b31a97db9e18fdeb,31,3,,Tucapel Regiment,-38.74365,-72.59228,True,0101000020E6100000000000E0E72552C0000000E02F5F43C0,4326
bbc9ad6ccf1de12514b22137ec5cc023,31,1,,Tucapel Regiment,-38.74365,-72.59228,True,0101000020E6100000000000E0E72552C0000000E02F5F43C0,4326
ee22a18ef1db06bb80cc4cd6ba88471c,31,2,,Tucapel Regiment,-38.74365,-72.59228,True,0101000020E6100000000000E0E72552C0000000E02F5F43C0,4326
7e8729bf63d40e3e78544a9628ce70af,32,2,,Parral city jail,-36.144253,-71.82249,True,0101000020E6100000000000A0A3F451C0000000E0761242C0,4326
f8ac1eebbe2e080c5d871b13da574c6b,32,3,,Parral city jail,-36.144253,-71.82249,True,0101000020E6100000000000A0A3F451C0000000E0761242C0,4326
b5bdfe99580e99aad96ad050b466fd5b,33,2,,Isla de Maipo police HQ,-33.74989,-70.902794,True,0101000020E610000000000060C7B951C000000060FCDF40C0,4326
f6f5cd6501e930d941c5ceefb8aafd99,34,3,,Lonquén lime ovens,-33.704082,-70.823006,True,0101000020E610000000000020ACB451C0000000601FDA40C0,4326
415116ade3123e198354b8a1d3e73c0c,35,3,,Calama police station,-22.459698,-68.9284,True,0101000020E6100000000000E06A3B51C0000000C0AE7536C0,4326
611f5497ef69d0d6958241e5e492d612,35,1,,Calama police station,-22.459698,-68.9284,True,0101000020E6100000000000E06A3B51C0000000C0AE7536C0,4326
a87e38350b5917c08ee34ee95016a8b2,35,2,,Calama police station,-22.459698,-68.9284,True,0101000020E6100000000000E06A3B51C0000000C0AE7536C0,4326
c51755cfb1dd0b0433ed15df062de2d6,36,1,,"Buenos Aires, Argentina",-34.60368,-58.38156,False,0101000020E610000000000000D7304DC000000060454D41C0,4326
245ff633521154bd06615a499cd7ed62,37,1,,Paine area,-33.812572,-70.737595,False,0101000020E6100000000000C034AF51C00000006002E840C0,4326
741cba222bbb303251042d87f491043d,38,2,,Tocopilla police station,-22.092983,-70.20041,False,0101000020E610000000000080D38C51C0000000C0CD1736C0,4326
79c21a484c5f08d3ae623b8b25d27d62,38,2,,Tocopilla police station,-22.092983,-70.20041,True,0101000020E610000000000080D38C51C0000000C0CD1736C0,4326
bf9f1ec3e8e77284386853748a2dfad3,38,1,,Tocopilla police station,-22.092983,-70.20041,True,0101000020E610000000000080D38C51C0000000C0CD1736C0,4326
a64908076d15e1621def796137d9555e,39,2,,Sixth Telecommunications Regiment in Iquique,-20.21611,-70.13306,True,0101000020E610000000000000848851C000000000533734C0,4326
d5ebb3f479927f51276db75f09514fa7,39,1,,Sixth Telecommunications Regiment in Iquique,-20.21611,-70.13306,True,0101000020E610000000000000848851C000000000533734C0,4326
103e6419503104256d67cb2ae3b3538b,40,1,,Laja police station,-37.27745,-72.71648,True,0101000020E6100000000000C0DA2D52C00000008083A342C0,4326
df07250c196b083a8836ac30c522102c,40,2,,Laja police station,-37.27745,-72.71648,True,0101000020E6100000000000C0DA2D52C00000008083A342C0,4326
727e0cf10e2924d8249c8fcdd6151ec5,41,1,,San Bernardo,-33.58545,-70.69874,False,0101000020E610000000000020B8AC51C000000000F0CA40C0,4326
505ac7b88512b8d0926b0ed92f7c2d4b,42,4,,along the road between Calama and Antofagasta,-23.110638,-69.5233,True,0101000020E6100000000000C07D6151C0000000C0521C37C0,4326
b8263ae042748c40640c371b513464b3,42,5,,along the road between Calama and Antofagasta,-23.110638,-69.5233,True,0101000020E6100000000000C07D6151C0000000C0521C37C0,4326
1449c897c37eb6ff251d1a59905e1c66,43,3,,along the road between Calama and Antofagasta,-22.969467,-69.379486,False,0101000020E610000000000080495851C0000000002FF836C0,4326
92f459a2dc6a4ac2a94ce6dad068254d,43,2,,along the road between Calama and Antofagasta,-22.969467,-69.379486,False,0101000020E610000000000080495851C0000000002FF836C0,4326
81cfad151dae9256908e47e8296f54e9,44,1,,Iquique,-20.2307,-70.13567,False,0101000020E6100000000000E0AE8851C0000000200F3B34C0,4326
b39d916ac5d81459c60b046b8c822787,45,1,,Santa Bárbara police unit,-37.67003,-72.02661,True,0101000020E610000000000000B40152C000000080C3D542C0,4326
16d6a5c3e0fe2e4eb4b7ef7620c25520,46,3,,Los Angeles regiment,-37.457447,-72.35621,True,0101000020E610000000000020CC1652C0000000A08DBA42C0,4326
33dbabba3b096b9b5e74cac0e5214360,46,2,,Los Angeles regiment,-37.457447,-72.35621,True,0101000020E610000000000020CC1652C0000000A08DBA42C0,4326
6bb5a3855ed89f30bf6dfbbeeaf46268,46,1,,Los Angeles regiment,-37.457447,-72.35621,True,0101000020E610000000000020CC1652C0000000A08DBA42C0,4326
f737d8af0a8633bab13afd9edfa8a99b,47,1,,Province of Concepción,-36.82014,-73.04439,False,0101000020E610000000000040D74252C000000060FA6842C0,4326
b50e8d579101494ee33f292a4fe9ddf2,48,1,,Parral police station,-36.144318,-71.82252,True,0101000020E610000000000020A4F451C000000000791242C0,4326
11374a3dd2fa292a322574b5e07e8159,49,3,,"Mapocho River, Bulnes Bridge",-33.426575,-70.671425,True,0101000020E6100000000000A0F8AA51C0000000009AB640C0,4326
5856307ed2928daf041c1b89d10b909c,49,2,,"Mapocho River, Bulnes Bridge",-33.426575,-70.671425,True,0101000020E6100000000000A0F8AA51C0000000009AB640C0,4326
0b78f1ed11d546a2bb45e0c2e935d43d,50,2,,La Serena jail,-29.978672,-71.21661,True,0101000020E610000000000000DDCD51C0000000408AFA3DC0,4326
4af9796842b2b5faa77dbcc77c6f47e5,50,3,,La Serena jail,-29.978672,-71.21661,True,0101000020E610000000000000DDCD51C0000000408AFA3DC0,4326
9ccc3ececeb09605fe5699c35d1120f4,50,4,,La Serena jail,-29.978672,-71.21661,True,0101000020E610000000000000DDCD51C0000000408AFA3DC0,4326
b0d327a0b53874f42d95e580af524f8e,51,1,,Isla de Maipo area,-33.74639,-70.90033,False,0101000020E6100000000000009FB951C0000000C089DF40C0,4326
6e3cbec2d3b1fb110f45c9964e893eb7,52,2,,Tejas Verdes,-33.61964,-71.60417,True,0101000020E6100000000000C0AAE651C00000006050CF40C0,4326
6e69c45f23621f0051b174ea111bfa10,52,1,,Tejas Verdes,-33.61964,-71.60417,True,0101000020E6100000000000C0AAE651C00000006050CF40C0,4326
8dc660ac2bc740f33dafc535dea8115c,52,4,,Tejas Verdes,-33.61964,-71.60417,True,0101000020E6100000000000C0AAE651C00000006050CF40C0,4326
a4b30287b4f48431c073ed42fe27d68b,52,3,,Tejas Verdes,-33.61964,-71.60417,True,0101000020E6100000000000C0AAE651C00000006050CF40C0,4326
60bf673ca2184b07183fd93dacb10a46,53,2,,Copiacó regiment (now known as the Capitan Rafael Toreblanca Regiment),-27.37465,-70.318375,True,0101000020E610000000000040609451C000000000E95F3BC0,4326
e06db07fc5a09d658a36d1e90f5af90a,53,3,,Copiacó regiment (now known as the Capitan Rafael Toreblanca Regiment),-27.37465,-70.318375,True,0101000020E610000000000040609451C000000000E95F3BC0,4326
e8b1b1dc666cea555bf6199782ce6b2d,53,1,,Copiacó regiment (now known as the Capitan Rafael Toreblanca Regiment),-27.37465,-70.318375,True,0101000020E610000000000040609451C000000000E95F3BC0,4326
fe4066d762882783cd1f399a41baea46,54,1,,Calama,-22.45439,-68.92938,False,0101000020E6100000000000007B3B51C0000000E0527436C0,4326
0738e5523f87a55f2d3d06a650953a97,55,2,,Temuco jail,-38.73291,-72.593834,True,0101000020E610000000000060012652C000000000D05D43C0,4326
78377fe02b895f71867c37189362d798,55,1,,Temuco jail,-38.73291,-72.593834,True,0101000020E610000000000060012652C000000000D05D43C0,4326
d0afa7cd0a8e363bd8d52e9725e78165,55,3,,Temuco jail,-38.73291,-72.593834,True,0101000020E610000000000060012652C000000000D05D43C0,4326
7070dfb953ea60042779e3016b9f8c0f,56,1,,Conchalí district,-33.38469,-70.68002,False,0101000020E61000000000008085AB51C0000000803DB140C0,4326
0b4888767c620203c6c9c1c862a41ceb,57,4,,Colina Air Base,-33.220623,-70.687645,True,0101000020E61000000000006002AC51C0000000603D9C40C0,4326
12a7b988587ec1fab430414d9e2bb5f5,57,2,,Colina Air Base,-33.220623,-70.687645,True,0101000020E61000000000006002AC51C0000000603D9C40C0,4326
cb63521c448bb3ec37f406cccf7204f1,57,5,,Colina Air Base,-33.220623,-70.687645,True,0101000020E61000000000006002AC51C0000000603D9C40C0,4326
ab9c9ddb11e268ff916fa6ec0899e81e,58,1,,Dupont explosives plant belonging to ENAEX,-22.515,-68.94806,True,0101000020E610000000000000AD3C51C000000000D78336C0,4326
ab02ba498006f685f16e0439ade21905,59,2,,Dupont police station,-22.50389,-68.93083,False,0101000020E6100000000000C0923B51C0000000E0FE8036C0,4326
869755b60fd4d3f4e6cf8b6c20084106,60,1,,Tocopilla,-22.0858,-70.19301,False,0101000020E6100000000000405A8C51C000000000F71536C0,4326
64305f3fbf6cebba1e8786de98e794ec,61,1,,Osorno,-40.57619,-73.11495,False,0101000020E6100000000000605B4752C0000000A0C04944C0,4326
c5820f0ccdd2b5d3eaffe684c95b6320,62,1,,Trafún,-40.43334,-72.91554,False,0101000020E610000000000040983A52C0000000A0773744C0,4326
679b281f812798cd37e9a5ceab66edee,63,1,,around the city of Lautaro,-38.516666,-72.45,False,0101000020E6100000000000C0CC1C52C000000020224243C0,4326
1b22b66f14871f7b0f8c4819cd0003e0,64,4,,Linares Artillery School,-35.84007,-71.59117,True,0101000020E6100000000000C0D5E551C00000006087EB41C0,4326
4648c5070780723398aeaa8b76574bb8,64,2,,Linares Artillery School,-35.84007,-71.59117,True,0101000020E6100000000000C0D5E551C00000006087EB41C0,4326
63488f3e18f6e3cdb0a38383594d9ad7,64,1,,Linares Artillery School,-35.84007,-71.59117,True,0101000020E6100000000000C0D5E551C00000006087EB41C0,4326
e26791c1531dac97e0adaf68c04224de,64,3,,Linares Artillery School,-35.84007,-71.59117,True,0101000020E6100000000000C0D5E551C00000006087EB41C0,4326
a928ea894f8c5caeadffe8c6b5195cd3,65,1,,machine shop of the train yard in San Bernardo,-33.5593,-70.69517,False,0101000020E6100000000000A07DAC51C00000002097C740C0,4326
f225544bdbf2744b5d3d9ed0fa765298,66,1,,in the street,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
02a49154a2f48234c34d7b9c01ee6ad9,67,4,"NA May have happened in Santiago, but it is uncertain",Central Emergency Clinic,-33.443924,-70.638275,True,0101000020E610000000000080D9A851C000000080D2B840C0,4326
3b3fd29fca7447222233c0df144edd73,67,2,,Central Emergency Clinic,-33.443924,-70.638275,True,0101000020E610000000000080D9A851C000000080D2B840C0,4326
779e08f8f950cc3db7142dacf455b21a,67,4,,Central Emergency Clinic,-33.443924,-70.638275,True,0101000020E610000000000080D9A851C000000080D2B840C0,4326
96e6eb282e6230fadfcccdd5a211b3b7,68,1,,Las Condes district,-33.399014,-70.557304,False,0101000020E6100000000000E0AAA351C0000000E012B340C0,4326
0c8d7ff910ab51d40ca8a81f68d19c78,69,1,,Viña del Mar,-33.01535,-71.55003,False,0101000020E6100000000000C033E351C000000000F78140C0,4326
9330899273fefeef13bbb1e20f78de82,70,1,,Antofagasta,-23.65093,-70.3975,False,0101000020E6100000000000A0709951C000000060A3A637C0,4326
4c426877f64d26ebcd75e5cedd7fcee1,71,2,,Pilmaiquén police station,-40.65,-72.6167,False,0101000020E610000000000000782752C000000040335344C0,4326
6147ca60f707b168757a708555c4d715,71,4,,Pilmaiquén police station,-40.65,-72.6167,False,0101000020E610000000000000782752C000000040335344C0,4326
7668bcc5b471d7f64a4411ecd9c77f1e,72,1,,near Pucón,-39.27225,-71.97763,False,0101000020E61000000000008091FE51C000000020D9A243C0,4326
00bb6dada3821dc4c8af723fca29413e,73,1,,Carmen y Maitenes estate,-37.57016,-72.07443,False,0101000020E610000000000080C30452C000000000FBC842C0,4326
e0cc4184e24d4e5e0b3dc12766148780,74,2,,in a meadow near the Carmen y Maintenes estate,-37.57016,-72.07443,False,0101000020E610000000000080C30452C000000000FBC842C0,4326
6feaee624e79af4d3cd5089a9e2b382b,75,1,,Los Angeles,-37.46292,-72.36123,False,0101000020E6100000000000601E1752C00000000041BB42C0,4326
3d80378ed22a16133ef4aec0f13ea50b,76,1,,Parral,-36.13996,-71.82444,False,0101000020E6100000000000A0C3F451C000000040EA1142C0,4326
6a3c8ec0c74d27ebedb00238ece7881f,77,1,,Buenos Aires,-34.60368,-58.38156,False,0101000020E610000000000000D7304DC000000060454D41C0,4326
47b460516202f4a59c924aaebc44cb59,78,2,,Police station No.20,-33.60743,-70.575325,True,0101000020E610000000000020D2A451C000000040C0CD40C0,4326
811b929895a78f116c671caa4f268b6f,79,1,,Los Sauces de Puente Alto recreation park,-33.55139,-70.57444,False,0101000020E6100000000000A0C3A451C00000000094C640C0,4326
0676e0acd3193d98b6910ce7a6078d18,80,1,,Barros Luco Hospital,-33.484123,-70.64641,False,0101000020E6100000000000C05EA951C0000000C0F7BD40C0,4326
bc2e85feb0ca57dd66307010b7287ef5,80,2,,Barros Luco Hospital,-33.484123,-70.64641,True,0101000020E6100000000000C05EA951C0000000C0F7BD40C0,4326
e31b7245155ded2ccb87bb54bed02a50,81,1,,southern part of Santiago,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
549ef40d53f2df0029fd3736dcee62a0,82,1,,San Gregorio shantytown,-33.40528,-70.72444,False,0101000020E6100000000000405DAE51C000000040E0B340C0,4326
c366f64d507b22522986a50f82353b94,83,1,,Valparaíso,-33.04724,-71.61269,False,0101000020E61000000000006036E751C0000000000C8640C0,4326
42de5d122ebdb919cd149f3a375ebc3e,84,2,,Cavalry School,-32.912987,-71.231865,False,0101000020E6100000000000E0D6CE51C0000000C0DC7440C0,4326
983cc9de426471d24b35c19f94bffa88,85,2,,San Felipe jail,-32.7558,-70.727486,True,0101000020E6100000000000208FAE51C000000000BE6040C0,4326
1e0cb1b1ad46315acee27310edfe2807,86,3,,Copiacó jail,-27.36658,-70.33216,False,0101000020E610000000000020429551C000000020D85D3BC0,4326
85f94be1dce8b278110823d87055c073,86,2,,Copiacó jail,-27.36658,-70.33216,False,0101000020E610000000000020429551C000000020D85D3BC0,4326
ee1500d005982cce291692d660abea22,86,1,,Copiacó jail,-27.36658,-70.33216,False,0101000020E610000000000020429551C000000020D85D3BC0,4326
7ce83a5fc118e6450c2967bd8e1b64e8,87,1,,Copiapó (Atacama region),-27.36658,-70.33216,False,0101000020E610000000000020429551C000000020D85D3BC0,4326
05766c614541c508c32845683d67e8f2,88,1,,Lautaro,-38.50843,-72.45413,False,0101000020E610000000000080101D52C000000040144143C0,4326
59bd01055ab8a76c09c6416aea2156d0,88,1,NAStarted around the year 1973.Ended around the year 1973.,Lautaro,-38.50843,-72.45413,False,0101000020E610000000000080101D52C000000040144143C0,4326
10b8852ca9f607f47be3601c151cfbeb,89,2,,"Bío Bío river, bridge that crosses into the Quilaco",-37.67271,-72.00026,True,0101000020E610000000000040040052C0000000601BD642C0,4326
34478dec49785ef3ffd8e1ce8d010f15,90,1,,Antuco police station,-37.33132,-71.67643,False,0101000020E6100000000000A04AEB51C0000000C068AA42C0,4326
3c9317b7e4982b81a7603317990e9ad2,90,2,,Antuco police station,-37.33132,-71.67643,False,0101000020E6100000000000A04AEB51C0000000C068AA42C0,4326
e1f302ace7eefea6683173cd49ae5e10,91,2,,Parral police station,-36.139957,-71.824265,True,0101000020E6100000000000C0C0F451C000000020EA1142C0,4326
2c0396718e89c02a81307f7a05bab896,92,3,,Camp No.2 (Tejas Verdes),-33.61964,-71.60417,True,0101000020E6100000000000C0AAE651C00000006050CF40C0,4326
620854e4423088a3899df6a0f0982d49,92,1,,Camp No.2 (Tejas Verdes),-33.61964,-71.60417,True,0101000020E6100000000000C0AAE651C00000006050CF40C0,4326
767c382897a0bdb6c0e4610657314f0f,92,2,,Camp No.2 (Tejas Verdes),-33.61964,-71.60417,True,0101000020E6100000000000C0AAE651C00000006050CF40C0,4326
51583a31fbfece6aa1cdc6dd9a887c49,93,1,,San Miguel district,-33.49454,-70.65142,False,0101000020E6100000000000E0B0A951C0000000204DBF40C0,4326
7f6420f722181fc5c664badeff56a4b7,94,2,,Ramón Barros Luco Hospital,-33.484123,-70.64641,True,0101000020E6100000000000C05EA951C0000000C0F7BD40C0,4326
