location_id,location_name,latitude,longitude,exact_coordinates,geometry,srid
74,in a meadow near the Carmen y Maintenes estate,-37.57016,-72.07443,False,0101000020E610000000000080C30452C000000000FBC842C0,4326
75,Los Angeles,-37.46292,-72.36123,False,0101000020E6100000000000601E1752C00000000041BB42C0,4326
76,Parral,-36.13996,-71.82444,False,0101000020E6100000000000A0C3F451C000000040EA1142C0,4326
77,Buenos Aires,-34.60368,-58.38156,False,0101000020E610000000000000D7304DC000000060454D41C0,4326
78,Police station No.20,-33.60743,-70.575325,True,0101000020E610000000000020D2A451C000000040C0CD40C0,4326
79,Los Sauces de Puente Alto recreation park,-33.55139,-70.57444,False,0101000020E6100000000000A0C3A451C00000000094C640C0,4326
80,Barros Luco Hospital,-33.484123,-70.64641,True,0101000020E6100000000000C05EA951C0000000C0F7BD40C0,4326
80,Barros Luco Hospital,-33.484123,-70.64641,False,0101000020E6100000000000C05EA951C0000000C0F7BD40C0,4326
81,southern part of Santiago,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
82,San Gregorio shantytown,-33.40528,-70.72444,False,0101000020E6100000000000405DAE51C000000040E0B340C0,4326
83,Valparaíso,-33.04724,-71.61269,False,0101000020E61000000000006036E751C0000000000C8640C0,4326
84,Cavalry School,-32.912987,-71.231865,False,0101000020E6100000000000E0D6CE51C0000000C0DC7440C0,4326
85,San Felipe jail,-32.7558,-70.727486,True,0101000020E6100000000000208FAE51C000000000BE6040C0,4326
86,Copiacó jail,-27.36658,-70.33216,False,0101000020E610000000000020429551C000000020D85D3BC0,4326
87,Copiapó (Atacama region),-27.36658,-70.33216,False,0101000020E610000000000020429551C000000020D85D3BC0,4326
88,Lautaro,-38.50843,-72.45413,False,0101000020E610000000000080101D52C000000040144143C0,4326
89,"Bío Bío river, bridge that crosses into the Quilaco",-37.67271,-72.00026,True,0101000020E610000000000040040052C0000000601BD642C0,4326
90,Antuco police station,-37.33132,-71.67643,False,0101000020E6100000000000A04AEB51C0000000C068AA42C0,4326
91,Parral police station,-36.139957,-71.824265,True,0101000020E6100000000000C0C0F451C000000020EA1142C0,4326
92,Camp No.2 (Tejas Verdes),-33.61964,-71.60417,True,0101000020E6100000000000C0AAE651C00000006050CF40C0,4326
93,San Miguel district,-33.49454,-70.65142,False,0101000020E6100000000000E0B0A951C0000000204DBF40C0,4326
94,Ramón Barros Luco Hospital,-33.484123,-70.64641,True,0101000020E6100000000000C05EA951C0000000C0F7BD40C0,4326
95,district of Peñalolén,-33.47191,-70.56279,False,0101000020E6100000000000C004A451C00000008067BC40C0,4326
96,"""The Company""",-33.449745,-70.657616,True,0101000020E61000000000006016AA51C00000004091B940C0,4326
97,Calle Pedro Donoso in the Conchalí district,-33.397484,-70.64057,False,0101000020E610000000000020FFA851C0000000C0E0B240C0,4326
98,on the road between Puerto Montt and the beach resort at Pelluco,-41.47785,-72.91665,False,0101000020E610000000000060AA3A52C0000000402ABD44C0,4326
99,Llanquihue,-41.26063,-73.00784,False,0101000020E610000000000080804052C0000000605CA144C0,4326
100,"Maquehua Air Base, in Temuco",-38.770126,-72.638306,True,0101000020E610000000000000DA2852C000000080936243C0,4326
101,public thoroughfare,-36.82014,-73.04439,False,0101000020E610000000000040D74252C000000060FA6842C0,4326
102,police station on the road to Ñuble,-36.626682,-72.09374,False,0101000020E6100000000000E0FF0552C000000020375042C0,4326
103,Linares jail,-35.84908,-71.59934,True,0101000020E6100000000000A05BE651C0000000A0AEEC41C0,4326
104,Talca,-35.42324,-71.64848,False,0101000020E6100000000000C080E951C0000000C02CB641C0,4326
105,"the area of Atalaya, on the road between San Antonio and Bucalemu",-33.797295,-71.61099,False,0101000020E6100000000000801AE751C0000000C00DE640C0,4326
106,Maipo Bridge,-33.68992,-70.7234,True,0101000020E6100000000000204CAE51C0000000404FD840C0,4326
107,San Antonio prison camp,-33.59822,-71.61238,True,0101000020E61000000000004031E751C00000008092CC40C0,4326
108,La Granja district in Santiago,-33.53779,-70.62068,False,0101000020E610000000000040B9A751C000000040D6C440C0,4326
109,hills of Rinconada de Maipú,-33.493458,-70.81927,False,0101000020E6100000000000E06EB451C0000000A029BF40C0,4326
110,Kilometer 12 of the highway from Santiago to Valparaiso by the Lo Prado Tunnel,-33.457367,-70.9428,False,0101000020E6100000000000E056BC51C0000000008BBA40C0,4326
111,police hospital,-33.449955,-70.60904,True,0101000020E610000000000080FAA651C00000002098B940C0,4326
112,public thoroughfare,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
113,Santiago Pino squatter settlement in the Puduhuel (formerly Barrancas) district,-33.44306,-70.76139,False,0101000020E6100000000000A0BAB051C000000040B6B840C0,4326
114,San Juan de Dios Hospital,-33.4424,-70.679,True,0101000020E6100000000000C074AB51C0000000A0A0B840C0,4326
115,High-rise No.12 of the San Borja apartment complex,-33.44064,-70.636024,True,0101000020E6100000000000A0B4A851C0000000E066B840C0,4326
116,Roosevelt shantytown,-33.43278,-70.7375,False,0101000020E61000000000004033AF51C00000006065B740C0,4326
117,José Joaquín Aguirre Hospital,-33.420486,-70.6532,True,0101000020E610000000000000CEA951C000000080D2B540C0,4326
118,"Las Coimas, San Felipe",-32.750546,-70.72434,False,0101000020E6100000000000A05BAE51C0000000E0116040C0,4326
119,Tocopilla jail,-22.062607,-70.18648,True,0101000020E610000000000040EF8B51C000000000071036C0,4326
120,Entre Lagos police station,-40.685974,-72.60416,True,0101000020E610000000000080AA2652C000000000CE5744C0,4326
121,"Rahue Third police station, Osorno",-40.574677,-73.14973,True,0101000020E610000000000020954952C0000000008F4944C0,4326
122,Pitrufquén police station,-38.98652,-72.63298,True,0101000020E6100000000000C0822852C000000040467E43C0,4326
123,Lautaro police station,-38.50843,-72.45413,False,0101000020E610000000000080101D52C000000040144143C0,4326
124,Pemehue estate,-37.7179,-72.23741,False,0101000020E6100000000000C0310F52C000000020E4DB42C0,4326
125,El Morro estate (located in the mountains to the east of Mulchén),-37.71456,-72.39671,False,0101000020E6100000000000C0631952C0000000C076DB42C0,4326
126,Bío Bío river,-37.67271,-72.00026,True,0101000020E610000000000040040052C0000000601BD642C0,4326
127,area of La Playita,-37.66944,-72.58889,False,0101000020E610000000000060B02552C000000040B0D542C0,4326
128,Renaico River,-37.661423,-72.57982,False,0101000020E6100000000000C01B2552C000000080A9D442C0,4326
129,San Alfonso neighborhood,-37.46292,-72.36123,False,0101000020E6100000000000601E1752C00000000041BB42C0,4326
130,Concepción,-36.82014,-73.04439,False,0101000020E610000000000040D74252C000000060FA6842C0,4326
131,"Second Police station, Chillán",-36.60277,-72.106735,True,0101000020E6100000000000C0D40652C0000000A0274D42C0,4326
132,near El Ala Bridge over the Ñuble river,-36.57528,-72.21306,True,0101000020E6100000000000C0A20D52C0000000C0A24942C0,4326
133,San Javier,-35.5931,-71.7325,False,0101000020E610000000000040E1EE51C0000000C0EACB41C0,4326
134,Cepillos Hill,-34.136784,-71.04696,False,0101000020E61000000000006001C351C000000020821141C0,4326
135,La Aguachera athelitic field in the area of Pintué,-33.87389,-70.87889,False,0101000020E6100000000000C03FB851C0000000A0DBEF40C0,4326
136,El Escorial vineyard,-33.85778,-70.6175,False,0101000020E61000000000002085A751C0000000C0CBED40C0,4326
137,athletic field in Pintué,-33.84833,-70.88944,False,0101000020E6100000000000A0ECB851C00000002096EC40C0,4326
138,Paine,-33.812572,-70.737595,False,0101000020E6100000000000C034AF51C00000006002E840C0,4326
139,Paine soccer field,-33.81257,-70.7376,False,0101000020E6100000000000E034AF51C00000004002E840C0,4326
140,Paine substation,-33.809498,-70.738144,True,0101000020E6100000000000C03DAF51C0000000A09DE740C0,4326
141,Lo Arcaya Cooperative,-33.69333,-70.57167,False,0101000020E61000000000004096A451C000000000BFD840C0,4326
142,Melipilla,-33.68616,-71.21668,False,0101000020E610000000000020DECD51C000000020D4D740C0,4326
143,Nido 20,-33.52396,-70.66158,True,0101000020E61000000000006057AA51C00000002011C340C0,4326
144,a building located at Calle Conferencia No. 1587,-33.46822,-70.67427,True,0101000020E61000000000004027AB51C0000000A0EEBB40C0,4326
145,Elecmetal factory,-33.463764,-70.62742,False,0101000020E6100000000000A027A851C0000000A05CBB40C0,4326
146,San Borja Hospital,-33.460934,-70.64175,True,0101000020E61000000000006012A951C0000000E0FFBA40C0,4326
147,Downtown Santiago,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
148,parents' home,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
149,"Central Emergency Clinic, Santiago",-33.443924,-70.638275,True,0101000020E610000000000080D9A851C000000080D2B840C0,4326
150,San Pablo police station,-33.44317,-70.715805,True,0101000020E6100000000000C0CFAD51C0000000C0B9B840C0,4326
151,"Manuel Larraín shantytown, Pudahuel district",-33.44211,-70.76406,False,0101000020E610000000000060E6B051C00000000097B840C0,4326
152,cultural centre in Pudahuel (Barrancas),-33.439278,-70.639755,True,0101000020E6100000000000C0F1A851C0000000403AB840C0,4326
153,Barros Arana Public School,-33.438194,-70.68212,True,0101000020E6100000000000E0A7AB51C0000000C016B840C0,4326
154,"Barriga upgrade, near Curavaví",-33.39772,-71.12752,False,0101000020E61000000000004029C851C000000080E8B240C0,4326
155,Arrested in Curacaví and taken to police headquarters in Curacaví,-33.395847,-71.12966,False,0101000020E6100000000000604CC851C000000020ABB240C0,4326
156,Lot no.38 of El Arrayán,-33.34674,-70.4752,False,0101000020E6100000000000A0699E51C00000000062AC40C0,4326
157,Peldehue,-33.17128,-70.63133,False,0101000020E6100000000000C067A851C000000080EC9540C0,4326
158,Illapel jail,-31.63334,-71.17014,True,0101000020E6100000000000A0E3CA51C0000000A022A23FC0,4326
159,"Lintz neighborhood, in the city of Puerto Montt",-41.46778,-72.9225,False,0101000020E6100000000000400A3B52C000000040E0BB44C0,4326
160,Entre Lagos police station,-40.68556,-72.60243,False,0101000020E6100000000000408E2652C000000060C05744C0,4326
161,suspension bridge over the Pilmaiquén river,-40.67961,-72.60395,False,0101000020E610000000000020A72652C000000080FD5644C0,4326
162,Pilmaiquén River,-40.65847,-72.63078,False,0101000020E6100000000000C05E2852C0000000C0485444C0,4326
163,"Rahue police station, Osorno",-40.564743,-73.15249,True,0101000020E610000000000060C24952C000000080494844C0,4326
164,Lago Ranco,-40.32116,-72.48221,False,0101000020E610000000000080DC1E52C0000000C01B2944C0,4326
165,Lago Ranco police headquarters,-40.32116,-72.48221,False,0101000020E610000000000080DC1E52C0000000C01B2944C0,4326
166,Ranco Lake,-40.18264,-72.40214,False,0101000020E6100000000000A0BC1952C0000000C0601744C0,4326
167,Neltume. Tenth Region,-39.79995,-71.94998,False,0101000020E610000000000080CCFC51C0000000C064E643C0,4326
168,In the area of Liquiñe within the Panguipulli Lumber and Forestry Complex,-39.74513,-71.85772,False,0101000020E6100000000000E0E4F651C00000006060DF43C0,4326
169,Malalhue checkpoint,-39.54006,-72.51296,False,0101000020E610000000000060D42052C0000000A020C543C0,4326
170,Lanco police headquarters,-39.45102,-72.77962,False,0101000020E610000000000040E53152C000000000BBB943C0,4326
171,Allipen river,-38.861473,-71.68749,False,0101000020E6100000000000E0FFEB51C0000000C0446E43C0,4326
172,Puerto Saavedra,-38.7833,-73.4,False,0101000020E6100000000000A0995952C000000020436443C0,4326
173,Galvarino,-38.40886,-72.78212,False,0101000020E6100000000000400E3252C000000080553443C0,4326
174,Quilaco police station,-37.68755,-71.99866,False,0101000020E610000000000000EAFF51C0000000A001D842C0,4326
175,Las Canteras estate,-37.39472,-72.00278,False,0101000020E6100000000000802D0052C00000002086B242C0,4326
176,El Toro plant,-37.323845,-71.56443,False,0101000020E6100000000000A01FE451C0000000C073A942C0,4326
177,Laja River,-37.28862,-71.72512,False,0101000020E61000000000006068EE51C000000080F1A442C0,4326
178,highway between Concepción and Talcahuano,-36.772682,-73.08143,False,0101000020E610000000000020364552C000000040E76242C0,4326
179,Fort Borgoño marine base (DIM No.3 Aldea),-36.704643,-73.11364,True,0101000020E6100000000000E0454752C0000000C0315A42C0,4326
180,the El Tejar neighborhood of Chillán,-36.61917,-72.12111,False,0101000020E610000000000040C00752C000000000414F42C0,4326
181,"Second Police station, Chillán",-36.602734,-72.10677,True,0101000020E610000000000060D50652C000000060264D42C0,4326
182,Chillán Regiment,-36.60054,-72.08863,True,0101000020E610000000000020AC0552C000000080DE4C42C0,4326
183,Niblinto checkpoint,-36.57444,-71.78271,False,0101000020E6100000000000E017F251C000000040874942C0,4326
184,Catillo police checkpoint,-36.29144,-71.64631,False,0101000020E6100000000000205DE951C0000000E04D2542C0,4326
185,Locomilla River,-35.72554,-71.77325,False,0101000020E6100000000000E07CF151C000000080DEDC41C0,4326
186,Navy Mechanic School,-34.53842,-58.46361,True,0101000020E6100000000000A0573B4DC000000000EB4441C0,4326
187,Isla de Maipo Plaza,-33.74639,-70.90033,False,0101000020E6100000000000009FB951C0000000C089DF40C0,4326
188,"in the area of the Las Achupallas upgrade, Cajón del Maipo",-33.64058,-70.352394,False,0101000020E6100000000000A08D9651C000000080FED140C0,4326
189,athletic field in the La Bandera shantytown,-33.55194,-70.63889,True,0101000020E6100000000000A0E3A851C000000000A6C640C0,4326
190,"La Bandera shantytown, La Granja district",-33.54861,-70.64528,False,0101000020E6100000000000404CA951C0000000E038C640C0,4326
191,Tres Alamos,-33.51607,-70.75135,True,0101000020E61000000000002016B051C0000000A00EC240C0,4326
192,José Maria Caro shantytown,-33.51222,-70.69306,False,0101000020E6100000000000205BAC51C00000006090C140C0,4326
193,José María Caro shantytown,-33.51222,-70.69306,False,0101000020E6100000000000205BAC51C00000006090C140C0,4326
194,"José María Caro shantytown, Santiago",-33.51222,-70.69306,False,0101000020E6100000000000205BAC51C00000006090C140C0,4326
195,Indumet factory,-33.48943,-70.70145,True,0101000020E610000000000080E4AC51C0000000A0A5BE40C0,4326
196,Pasaje Juan Ramón Jiménez in Santiago,-33.479584,-70.73902,False,0101000020E6100000000000204CAF51C00000000063BD40C0,4326
197,Ñunoa district,-33.45449,-70.60383,False,0101000020E610000000000020A5A651C0000000C02CBA40C0,4326
198,21st Police station,-33.451637,-70.6923,True,0101000020E6100000000000A04EAC51C000000040CFB940C0,4326
199,Santiago governor's office,-33.443115,-70.65192,False,0101000020E610000000000000B9A951C000000000B8B840C0,4326
200,Pudahuel,-33.44211,-70.76406,False,0101000020E610000000000060E6B051C00000000097B840C0,4326
201,Quinta Normal district,-33.44111,-70.68361,False,0101000020E610000000000040C0AB51C00000004076B840C0,4326
202,Providencia district,-33.4333,-70.6167,False,0101000020E61000000000000078A751C00000006076B740C0,4326
203,"Clínica Bancaria de Pensiones, Dávila area",-33.42706,-70.64835,True,0101000020E6100000000000A07EA951C0000000E0A9B640C0,4326
204,Sixth police station,-33.40938,-70.64199,True,0101000020E61000000000006016A951C0000000A066B440C0,4326
205,Renca district,-33.40636,-70.728,False,0101000020E61000000000008097AE51C0000000A003B440C0,4326
206,Barriga upgrade,-33.39772,-71.12752,False,0101000020E61000000000004029C851C000000080E8B240C0,4326
207,Air War Academy,-33.377163,-70.50762,True,0101000020E6100000000000E07CA051C0000000E046B040C0,4326
208,Panamerican highway north,-33.36697,-70.69987,False,0101000020E6100000000000A0CAAC51C0000000E0F8AE40C0,4326
209,La Pincoya shantytown,-33.36667,-70.63417,False,0101000020E61000000000004096A851C000000000EFAE40C0,4326
210,HQ of Parachute and Special Forces Regiment of Peldehue,-33.17128,-70.63133,False,0101000020E6100000000000C067A851C000000080EC9540C0,4326
211,kilometer 115 on Route 68 at a place called La Planchada,-33.059338,-71.57976,False,0101000020E6100000000000C01AE551C000000060988740C0,4326
212,"""Laja"" ship",-33.031612,-71.62106,False,0101000020E610000000000080BFE751C0000000E00B8440C0,4326
213,"Mendoza, Argentina",-32.88962,-68.85269,False,0101000020E610000000000080923651C000000020DF7140C0,4326
214,Coquimbo,-29.959,-71.33892,False,0101000020E6100000000000E0B0D551C00000000081F53DC0,4326
215,"La Veleidosa mine, near Tocopilla",-22.09278,-70.19917,False,0101000020E610000000000040BF8C51C000000060C01736C0,4326
216,Caupolicán Regiment in Porvenir,-53.295727,-70.35597,True,0101000020E610000000000040C89651C000000060DAA54AC0,4326
217,Río Mayo near the border with Argentina,-45.591164,-71.45093,False,0101000020E610000000000000DCDC51C000000040ABCB46C0,4326
218,Puerto Aysén police station,-45.406193,-72.69644,True,0101000020E610000000000080922C52C000000020FEB346C0,4326
219,Gil de Castro police station,-42.48279,-73.76594,False,0101000020E610000000000020057152C000000020CC3D45C0,4326
220,Puerto Octay police station,-40.97684,-72.88196,False,0101000020E610000000000000723852C000000020097D44C0,4326
221,Mantilhue,-40.62008,-72.47261,False,0101000020E6100000000000403F1E52C0000000C05E4F44C0,4326
222,"fisherman's hut in Bahía Mansa (a port in the province of Osorno, 65km from the city of Osorno)",-40.58426,-73.73599,False,0101000020E6100000000000801A6F52C000000000C94A44C0,4326
223,Pichoy bridge,-39.687172,-73.10235,False,0101000020E6100000000000E08C4652C000000040F5D743C0,4326
224,Truthful section of Melipeuco,-38.85056,-71.69167,False,0101000020E61000000000006044EC51C000000020DF6C43C0,4326
225,Cajón police station,-38.677746,-72.5054,True,0101000020E610000000000080582052C000000060C05643C0,4326
226,Perquenco police station,-38.41611,-72.37562,False,0101000020E6100000000000200A1852C000000020433543C0,4326
227,road between Perquenco and Selva Oscura,-38.413525,-72.2549,False,0101000020E610000000000040501052C000000060EE3443C0,4326
228,Loncopangue,-37.77661,-71.7653,False,0101000020E6100000000000A0FAF051C00000000068E342C0,4326
229,Mulchén police station,-37.719135,-72.23704,True,0101000020E6100000000000A02B0F52C0000000A00CDC42C0,4326
230,Quilaco,-37.68755,-71.99866,False,0101000020E610000000000000EAFF51C0000000A001D842C0,4326
231,Investigative police headquarters,-37.473667,-72.35133,True,0101000020E6100000000000407C1652C000000020A1BC42C0,4326
232,El Tránsito neighborhood,-37.46292,-72.36123,False,0101000020E6100000000000601E1752C00000000041BB42C0,4326
233,"Paso Hondo, near the town of Tomé",-36.911022,-72.51853,False,0101000020E6100000000000A02F2152C0000000609C7442C0,4326
234,18 de Septiembre squatter settlement near the central railroad,-36.77972,-73.11306,False,0101000020E6100000000000603C4752C0000000E0CD6342C0,4326
235,Pilmaiquén River,-36.666733,-71.850006,False,0101000020E61000000000008066F651C000000080575542C0,4326
236,"Quilmo area, military installation",-36.63306,-72.085,False,0101000020E6100000000000A0700552C000000020085142C0,4326
237,Trabajadores al Poder neighborhood,-36.60626,-72.10234,False,0101000020E6100000000000C08C0652C0000000E0994D42C0,4326
238,banks of Ñuble River by the El Ala bridge,-36.57528,-72.21306,True,0101000020E6100000000000C0A20D52C0000000C0A24942C0,4326
239,Colonia Dignidad,-36.39222,-71.57917,True,0101000020E61000000000002011E551C000000040343242C0,4326
240,Parral city jail,-36.13996,-71.82444,False,0101000020E6100000000000A0C3F451C000000040EA1142C0,4326
241,Cauquenes,-35.96763,-72.32223,False,0101000020E6100000000000609F1452C000000040DBFB41C0,4326
242,Melozal checkpoint,-35.73084,-71.799,False,0101000020E6100000000000E022F351C0000000208CDD41C0,4326
243,Venecia estate,-35.51834,-71.68849,False,0101000020E61000000000004010EC51C00000000059C241C0,4326
244,El Culenar estate in Talca (belongs to army),-35.44972,-71.68972,False,0101000020E61000000000006024EC51C00000006090B941C0,4326
245,El Patagual agricultural cooperative,-34.30778,-71.38667,False,0101000020E610000000000040BFD851C000000060652741C0,4326
246,Rapel River,-33.96885,-71.69968,False,0101000020E610000000000080C7EC51C00000004003FC40C0,4326
